Lp;Nr paczki;Wysokość (cm);Szerokość (cm);Długość (cm);Waga (kg)
8684;8TZ3E;13;21;21;9
8685;B7DFD;28;15;15;1
8686;MU5YA;27;13;13;10
8687;2UNSN;26;20;20;10
8688;W22BB;11;12;12;0
8689;ZGFRA;30;26;26;10
8690;5PTVH;16;23;23;2
8691;YWE44;30;6;6;2
8692;JFND6;24;28;28;9
8693;P5Q3N;18;8;8;15
8694;4QEUR;8;5;5;12
8695;FLXM3;9;23;23;7
8696;XGHH3;25;29;29;15
8697;Q7QVZ;7;15;15;9
8698;K57Y8;10;5;5;12
8699;3D3J7;28;24;24;13
8700;FCMLX;19;21;21;9
8701;4RAS5;26;11;11;15
8702;4GBBP;5;10;10;7
8703;5SMLD;6;23;23;7
8704;DV8BK;26;16;16;15
8705;64NYD;27;30;30;1
8706;L5GXF;22;28;28;13
8707;5SX6A;13;15;15;8
8708;SYGU2;19;30;30;8
8709;WPJ92;13;5;5;0
8710;MDMKE;19;6;6;5
8711;XG9C6;14;9;9;8
8712;CN2JC;7;17;17;5
8713;7EUVA;22;30;30;15
8714;UEZ3Y;26;25;25;6
8715;RPEZP;23;5;5;15
8716;6CSJN;10;9;9;7
8717;X8VWA;22;17;17;9
8718;RZPH9;19;19;19;10
8719;RFEC2;19;9;9;5
8720;FX66Q;15;19;19;9
8721;VM5ZD;19;8;8;4
8722;KWG36;28;15;15;4
8723;VQ5GD;29;15;15;7
8724;5X4K7;26;10;10;12
8725;43C85;17;13;13;12
8726;5DSZA;11;21;21;8
8727;9LN5C;9;18;18;9
8728;REYX7;12;15;15;13
8729;VJNQQ;24;22;22;9
8730;SLELW;7;13;13;15
8731;BEPED;15;15;15;8
8732;K9H3Y;22;29;29;5
8733;H3BVW;19;19;19;1
8734;EC252;24;12;12;12
8735;YRBD7;6;24;24;7
8736;SVJX8;21;16;16;0
8737;6YDK5;11;8;8;3
8738;GU4PN;29;10;10;2
8739;TXFVJ;24;20;20;4
8740;4ZMUU;29;7;7;5
8741;EJBGN;12;5;5;6
8742;9Y9HM;7;19;19;3
8743;7ECBP;22;7;7;3
8744;8HA2X;10;24;24;2
8745;PKLV6;26;19;19;12
8746;VPW8A;10;27;27;0
8747;HDJJK;5;5;5;11
8748;XJ9WS;21;16;16;7
8749;MUWQV;11;23;23;3
8750;CN5CF;13;14;14;3
8751;TSQ5D;27;26;26;7
8752;MRS9Q;29;16;16;10
8753;SGT3R;21;6;6;1
8754;4Q24D;21;23;23;5
8755;JGY6W;22;28;28;13
8756;L8BFB;25;19;19;9
8757;HZTXU;29;5;5;14
8758;XBCGB;13;6;6;11
8759;SZHBS;10;9;9;5
8760;Z59RX;8;27;27;11
8761;DZ64W;21;30;30;15
8762;TEVUK;22;12;12;8
8763;X4AGS;14;9;9;6
8764;V6TYC;30;5;5;12
8765;UG34H;15;5;5;10
8766;LTDLA;23;28;28;12
8767;3P2XH;14;29;29;15
8768;NGNA3;5;18;18;15
8769;YXVZ5;12;9;9;5
8770;DM2XB;16;19;19;7
8771;4HHWB;19;17;17;11
8772;R8VVJ;14;12;12;5
8773;WNYNC;29;13;13;8
8774;83JL3;5;8;8;2
8775;CAQXZ;13;30;30;12
8776;L3CCQ;17;28;28;7
8777;E7YMT;23;24;24;9
8778;25RMQ;8;15;15;12
8779;294RN;26;28;28;8
8780;6QFF3;15;23;23;1
8781;9H4P7;7;18;18;5
8782;UZYX4;26;21;21;4
8783;F3Z5F;18;23;23;10
8784;KVA29;19;25;25;13
8785;QT8KB;29;28;28;15
8786;MGRSN;24;24;24;13
8787;JSVC7;22;7;7;6
8788;TXXJL;21;12;12;11
8789;RPDHJ;9;27;27;14
8790;JS6JK;29;29;29;1
8791;5Z44A;28;13;13;14
8792;6FHMY;5;9;9;3
8793;VWGHZ;6;27;27;5
8794;D2N3A;25;18;18;11
8795;ZJQ4S;30;9;9;3
8796;YCAVM;19;21;21;0
8797;KQCEJ;8;27;27;2
8798;DAPLN;25;18;18;15
8799;E8BLF;22;12;12;3
8800;3Q7GH;12;10;10;6
8801;87RNZ;25;23;23;1
8802;9D4AY;13;14;14;4
8803;GKEJQ;30;12;12;6
8804;NNR4Z;28;24;24;1
8805;68X7K;10;18;18;7
8806;4ZZZ7;19;25;25;1
8807;8Y5QC;5;14;14;14
8808;VQFPQ;20;16;16;11
8809;5V2A6;15;20;20;10
8810;GNJXH;13;19;19;15
8811;AUGXR;16;15;15;9
8812;RRHGH;18;16;16;7
8813;FE8AU;25;15;15;6
8814;AVBFB;7;24;24;7
8815;RBWHB;22;24;24;14
8816;TPQ4D;11;12;12;0
8817;X4X6R;13;23;23;4
8818;FM9PT;19;24;24;14
8819;HUYFV;7;23;23;8
8820;KGGLN;7;25;25;5
8821;J3P7B;22;8;8;7
8822;RQQ7K;23;14;14;0
8823;UVDHR;22;21;21;2
8824;VP5V4;20;24;24;2
8825;P4NDA;16;19;19;8
8826;APGG2;8;21;21;13
8827;UQUAN;23;5;5;4
8828;VR4CN;19;5;5;2
8829;DWAH6;16;7;7;0
8830;S4LMQ;28;24;24;3
8831;E2JT6;6;6;6;12
8832;KTKR2;17;5;5;0
8833;CCHWC;20;18;18;8
8834;VHTQK;13;11;11;10
8835;8U893;21;23;23;10
8836;4RWF4;16;12;12;3
8837;CKVM5;29;18;18;9
8838;RWN3E;13;29;29;6
8839;E5HNR;9;17;17;11
8840;K9Z5Q;23;25;25;3
8841;B4A93;21;10;10;14
8842;34JP9;10;8;8;9
8843;DSKY5;27;8;8;7
8844;EGSSA;12;18;18;5
8845;XX56B;20;10;10;3
8846;MGBDC;21;26;26;4
8847;RE6RD;28;28;28;7
8848;XK88Z;10;18;18;3
8849;7CHG3;9;12;12;9
8850;DL9W5;10;21;21;13
8851;ALT5G;26;27;27;7
8852;VHPWL;26;24;24;15
8853;RERMW;24;12;12;3
8854;VB7T9;12;27;27;0
8855;XRB6Y;25;23;23;3
8856;4AB4X;28;14;14;0
8857;649QY;12;15;15;4
8858;GB8VY;13;30;30;13
8859;KD52Q;13;7;7;11
8860;RMSP7;29;5;5;4
8861;RCNT9;21;18;18;9
8862;CNADH;30;25;25;15
8863;XABWQ;28;7;7;15
8864;25SYR;22;9;9;1
8865;G9UB2;11;19;19;11
8866;BTET8;23;27;27;7
8867;BBAPV;30;7;7;12
8868;AS9AW;19;8;8;11
8869;GXWJL;6;23;23;3
8870;DAGVZ;5;12;12;2
8871;X4ZH6;6;15;15;8
8872;RJPV4;23;27;27;5
8873;MX5ND;18;28;28;2
8874;QPVQP;14;19;19;9
8875;JXD68;21;22;22;5
8876;QA9WW;11;29;29;8
8877;YKQPT;24;24;24;1
8878;L742S;24;5;5;3
8879;WEGST;12;23;23;0
8880;K987P;5;28;28;11
8881;MFDRC;6;10;10;2
8882;B7CAU;22;17;17;6
8883;YZ6FE;30;9;9;5
8884;PSBHJ;7;29;29;10
8885;U5N2M;21;10;10;13
8886;7CL69;10;26;26;7
8887;2HE5Z;18;6;6;10
8888;G7XJ8;8;6;6;3
8889;H9XDE;9;29;29;9
8890;3SW52;17;23;23;1
8891;7QVKH;30;27;27;11
8892;9HKLD;10;18;18;1
8893;JCMN8;19;21;21;6
8894;DV526;9;8;8;0
8895;395RC;25;16;16;11
8896;AJVXE;13;28;28;14
8897;MUU96;6;8;8;13
8898;38DCJ;6;14;14;7
8899;HMMV2;26;23;23;4
8900;KYMFQ;22;16;16;15
8901;J9QEQ;13;30;30;6
8902;TEZE3;28;30;30;6
8903;5SMQR;16;27;27;6
8904;HJQMM;7;5;5;15
8905;ZVYCG;19;26;26;15
8906;RM74T;20;8;8;14
8907;MDS3H;14;5;5;0
8908;8MMYR;22;29;29;9
8909;FUATA;21;7;7;6
8910;S2K8E;17;8;8;9
8911;WXZMZ;23;25;25;7
8912;84D5X;24;26;26;12
8913;WH2FB;7;7;7;2
8914;9ENM4;17;18;18;10
8915;6SN6B;18;8;8;6
8916;PP4YM;22;10;10;11
8917;9LBZX;20;5;5;8
8918;3XR7T;15;19;19;11
8919;FU27Z;17;13;13;15
8920;365GJ;5;26;26;15
8921;XC2C9;30;10;10;4
8922;4RNWF;10;19;19;6
8923;2VS3M;23;29;29;14
8924;GUAYR;23;12;12;10
8925;T5BL2;13;18;18;14
8926;3DXXK;10;5;5;6
8927;7MNYP;16;23;23;7
8928;NS72F;21;5;5;6
8929;DS3VL;18;27;27;8
8930;E36FR;18;6;6;6
8931;NYLQB;29;26;26;14
8932;DJE27;5;17;17;9
8933;QYJ5P;29;6;6;15
8934;XH7U9;20;27;27;13
8935;DXS7K;5;12;12;1
8936;4BDZG;16;14;14;6
8937;UE77U;22;22;22;10
8938;8B4D4;6;26;26;0
8939;2USAP;14;20;20;15
8940;8YX6J;25;28;28;10
8941;X98F6;6;27;27;9
8942;JA8MZ;8;5;5;5
8943;E86C5;17;10;10;13
8944;QB6KE;17;23;23;6
8945;YBZHC;19;22;22;4
8946;FF24B;26;26;26;2
8947;BSB9Y;14;28;28;1
8948;7JY5V;16;24;24;14
8949;QATLD;13;12;12;5
8950;P3ELD;6;9;9;10
8951;KBEAK;6;20;20;9
8952;GFR8A;5;23;23;15
8953;SASUA;6;26;26;2
8954;GRJ6M;10;28;28;9
8955;5MNPY;26;15;15;5
8956;S5RWG;23;28;28;15
8957;U7HZ8;6;7;7;6
8958;S8DA7;23;18;18;10
8959;ES7WC;14;20;20;3
8960;74UFZ;26;8;8;5
8961;8BDMR;9;7;7;3
8962;35LJS;11;16;16;15
8963;T5Q2U;12;22;22;0
8964;NKTSK;11;24;24;1
8965;QW4NK;14;18;18;3
8966;7KESR;24;28;28;2
8967;5RS95;7;11;11;1
8968;A2ZMB;18;12;12;13
8969;H67YX;14;27;27;12
8970;RC8BV;18;7;7;10
8971;JRJD5;29;15;15;5
8972;TAFXT;20;23;23;13
8973;WTAFS;17;23;23;2
8974;6FKVS;28;25;25;11
8975;L4PHT;18;27;27;0
8976;CZVB2;28;11;11;7
8977;HKJRP;22;12;12;4
8978;EAPLY;25;22;22;15
8979;98HAE;29;15;15;12
8980;26KBR;10;5;5;2
8981;4MLJV;21;24;24;5
8982;5LLRM;16;30;30;4
8983;DYXNF;10;5;5;3
8984;CTGS5;8;23;23;15
8985;6R3ER;19;7;7;2
8986;76NH8;15;23;23;7
8987;5CKGL;14;23;23;0
8988;7BXJS;18;30;30;9
8989;AMHY2;13;21;21;1
8990;P2KVJ;11;15;15;8
8991;ES28X;25;17;17;4
8992;J5UWD;25;28;28;15
8993;SRG4X;19;10;10;8
8994;SZZG9;9;16;16;11
8995;JGMR7;8;28;28;4
8996;D6XNS;10;6;6;8
8997;8SBZQ;30;19;19;2
8998;Y9LJV;19;23;23;0
8999;Q3DWV;14;13;13;6
9000;3FLSM;7;30;30;15
9001;K2UWJ;30;9;9;0
9002;R2FEE;5;29;29;8
9003;XDWY4;24;15;15;6
9004;DP4PY;6;20;20;4
9005;P5RTR;16;6;6;13
9006;CLXP5;15;25;25;12
9007;AZWUN;25;18;18;8
9008;6BEBG;20;11;11;8
9009;JYL6P;5;16;16;14
9010;EA58P;11;22;22;8
9011;TNKA7;22;25;25;7
9012;3DJQS;24;5;5;4
9013;DRHZB;5;8;8;15
9014;VVD2X;30;22;22;9
9015;LANW7;12;25;25;9
9016;337W2;10;27;27;10
9017;MGEWH;11;23;23;11
9018;CPLM5;19;12;12;10
9019;5QMCG;7;19;19;8
9020;NY4SQ;8;17;17;12
9021;R4R5Q;7;23;23;7
9022;NXHLL;27;18;18;3
9023;AXTEK;16;27;27;3
9024;2HZCU;12;8;8;9
9025;V7B8A;7;25;25;0
9026;HLZB5;22;7;7;0
9027;GTXXP;17;29;29;12
9028;ECDNN;5;27;27;1
9029;QNB9T;20;10;10;14
9030;MZ2C3;23;5;5;9
9031;LXZNV;17;30;30;3
9032;ZV8RX;21;27;27;14
9033;3XGRL;14;28;28;0
9034;WVPZA;29;22;22;13
9035;3FN5E;14;28;28;5
9036;8G5YJ;10;12;12;3
9037;XB8NP;15;17;17;14
9038;UEASW;18;26;26;10
9039;YLK73;12;5;5;13
9040;WTPBK;10;17;17;4
9041;Q4Q4X;18;25;25;12
9042;V26RR;12;24;24;11
9043;FESDT;10;14;14;8
9044;8XY9G;15;22;22;9
9045;LXSWU;11;25;25;14
9046;LJE2L;18;12;12;1
9047;PGE6B;5;10;10;12
9048;4R4Z8;28;29;29;9
9049;K6D4A;15;20;20;7
9050;X2YN2;23;23;23;10
9051;7ZPQM;22;10;10;9
9052;A2WET;29;12;12;14
9053;8UZDQ;7;29;29;3
9054;287UX;8;23;23;9
9055;66UAY;16;26;26;4
9056;VXRLC;23;22;22;0
9057;JH3YX;6;21;21;11
9058;EZQ36;12;22;22;9
9059;9ZQZ5;15;11;11;4
9060;6R34C;15;27;27;15
9061;RZ9BZ;29;25;25;6
9062;YXNG9;19;30;30;2
9063;RQGJE;6;12;12;11
9064;6P5LG;29;5;5;13
9065;ZL8GB;25;11;11;4
9066;3CTV7;18;25;25;5
9067;VCWUE;22;13;13;13
9068;MJ32Q;18;21;21;10
9069;2H79S;17;10;10;6
9070;B577G;28;23;23;14
9071;EXSC5;28;17;17;0
9072;T68CR;19;30;30;9
9073;6YUSK;14;26;26;6
9074;Y6USX;13;20;20;4
9075;BK78J;20;19;19;15
9076;PAEM8;27;27;27;12
9077;LRV5U;16;22;22;0
9078;RPRQR;14;9;9;14
9079;9LGT5;6;21;21;6
9080;SJ2C2;28;16;16;9
9081;PDBLC;19;19;19;7
9082;L2DRD;6;5;5;0
9083;B4VWX;16;21;21;11
9084;FECXU;28;17;17;5
9085;UW73F;6;11;11;13
9086;2KPSN;28;19;19;0
9087;G8SHJ;14;23;23;7
9088;UUBXC;10;17;17;1
9089;EY62M;24;8;8;1
9090;T8SWV;9;29;29;4
9091;CGHAA;25;13;13;3
9092;N2K4K;12;20;20;2
9093;XAHFJ;10;16;16;7
9094;S25UP;5;26;26;4
9095;7YE3Q;21;30;30;1
9096;SMNAA;29;20;20;13
9097;ADHHD;15;14;14;14
9098;HW6SQ;5;24;24;15
9099;GGRQM;20;23;23;13
9100;Z8DVS;9;17;17;12
9101;TSHYL;7;9;9;0
9102;YGXDG;11;21;21;5
9103;YDK7M;9;7;7;3
9104;PE9KW;22;23;23;2
9105;QR587;18;10;10;11
9106;GY6LK;27;20;20;8
9107;P63XU;30;25;25;13
9108;EM24R;5;30;30;15
9109;9SUKP;11;20;20;8
9110;7YT79;27;18;18;7
9111;GMRBK;25;30;30;9
9112;NJ9KV;29;13;13;10
9113;KYRCM;9;7;7;4
9114;BGZ4A;8;24;24;15
9115;G4S3D;21;24;24;4
9116;8Z3SW;25;28;28;13
9117;3YAK2;7;12;12;1
9118;LYBK9;18;19;19;14
9119;WUYDX;14;12;12;14
9120;BF63A;9;17;17;10
9121;794Q2;14;7;7;12
9122;8NR26;9;19;19;4
9123;ETVE5;9;16;16;8
9124;NQTP2;14;15;15;2
9125;SBMGF;14;21;21;0
9126;AJM7B;28;17;17;3
9127;M4BGK;15;23;23;0
9128;4EYL6;10;21;21;6
9129;UQQGU;22;29;29;7
9130;KUB4A;6;12;12;15
9131;3MBEU;30;29;29;3
9132;HF5UD;26;23;23;6
9133;6878E;15;26;26;11
9134;H2J7C;21;24;24;6
9135;ESSUY;25;9;9;14
9136;D6KEZ;22;25;25;3
9137;K8CMC;18;18;18;4
9138;XVJSF;26;12;12;3
9139;MPDKM;22;23;23;11
9140;JSESP;24;26;26;0
9141;GX7ZJ;6;14;14;5
9142;W5E7A;14;27;27;15
9143;5H88V;23;8;8;4
9144;AVGKD;28;28;28;14
9145;NWTR7;23;23;23;11
9146;72PBJ;17;29;29;2
9147;5J73A;13;26;26;15
9148;FP6LM;22;12;12;10
9149;6FU4D;15;11;11;13
9150;F5YNE;22;8;8;8
9151;423NJ;16;9;9;7
9152;YKAEL;9;10;10;8
9153;K9VG2;5;7;7;6
9154;WNGSY;9;21;21;2
9155;TN6EH;7;23;23;8
9156;9LDYY;7;30;30;3
9157;JSQB6;30;24;24;1
9158;Z2GZ6;22;7;7;13
9159;TA6EH;13;5;5;15
9160;X2W5K;25;6;6;6
9161;LNXGS;5;24;24;6
9162;7G4A6;10;9;9;12
9163;SKP9L;9;20;20;5
9164;LYCSQ;13;17;17;11
9165;9BQ5G;5;15;15;11
9166;YS9LM;11;19;19;4
9167;JX286;25;20;20;7
9168;J6CD6;15;17;17;3
9169;9WGPW;17;8;8;2
9170;SZMVJ;18;30;30;2
9171;3VLJQ;5;26;26;0
9172;T89SK;30;18;18;2
9173;L38DZ;20;30;30;11
9174;4NV7R;7;11;11;10
9175;S7EZL;8;24;24;0
9176;2HBD5;8;22;22;13
9177;L6QWF;12;23;23;4
9178;7GD6Y;6;7;7;1
9179;NHSML;13;23;23;6
9180;JGY5D;7;24;24;4
9181;GNALD;18;5;5;8
9182;LDMNG;21;22;22;7
9183;HZDYM;22;23;23;1
9184;JVUNS;30;23;23;13
9185;J3Z2E;14;24;24;9
9186;CAL26;19;17;17;11
9187;Q8KQK;29;18;18;14
9188;P3N3G;11;19;19;0
9189;UB7YZ;12;9;9;12
9190;K9M5M;8;6;6;12
9191;5EEU7;30;10;10;6
9192;KW8WP;25;24;24;3
9193;5CNFT;24;26;26;4
9194;XUMCN;29;29;29;13
9195;TXPRM;27;23;23;12
9196;F2LSW;18;12;12;0
9197;YM258;21;20;20;13
9198;XEVV3;10;17;17;12
9199;BR5PW;11;7;7;0
9200;NDG2F;22;15;15;2
9201;VK5B2;18;17;17;6
9202;GGTTY;28;9;9;12
9203;FHC7D;18;9;9;2
9204;BVJXH;17;19;19;15
9205;BZY6E;21;7;7;10
9206;LKJTB;15;7;7;10
9207;QFMKG;26;26;26;8
9208;ESNXB;18;19;19;1
9209;D5KG3;5;25;25;7
9210;PJNX8;7;15;15;7
9211;WYXMV;11;17;17;13
9212;4Y7CJ;30;15;15;14
9213;9TPL5;19;16;16;1
9214;VRMAE;5;13;13;5
9215;PE9ZM;13;18;18;0
9216;2EVF4;8;13;13;6
9217;T3SGF;10;11;11;5
9218;EA5BD;16;12;12;15
9219;DBWSN;28;24;24;1
9220;SE55F;8;28;28;15
9221;9KK9A;21;13;13;5
9222;W2FH8;10;27;27;7
9223;93ZS9;30;26;26;9
9224;7WA2Y;25;25;25;14
9225;E523N;28;28;28;8
9226;EKT9E;17;18;18;8
9227;Y9P98;19;30;30;5
9228;QVZV5;11;16;16;14
9229;XVWPD;30;30;30;5
9230;WL2XC;25;28;28;15
9231;R38HU;27;18;18;2
9232;MM66L;10;13;13;9
9233;BULRT;12;25;25;15
9234;K7FAT;27;9;9;3
9235;BYEYD;19;10;10;11
9236;JMQAA;17;5;5;4
9237;TS4RZ;7;22;22;1
9238;P5CKZ;8;10;10;10
9239;PLKZ3;10;27;27;12
9240;5AZBB;30;21;21;9
9241;JCZP3;13;27;27;14
9242;4XEJY;17;7;7;6
9243;F3G9K;11;5;5;7
9244;8NEBY;27;13;13;9
9245;6QAGG;10;25;25;7
9246;4CHTD;5;27;27;7
9247;J3G9H;18;29;29;12
9248;946EC;26;5;5;8
9249;VK64J;29;24;24;3
9250;G2XL3;15;12;12;2
9251;MHJNP;15;22;22;1
9252;RGRYZ;12;14;14;7
9253;V8T38;17;6;6;13
9254;232X7;11;14;14;10
9255;5KGZD;8;30;30;6
9256;R85EK;27;27;27;12
9257;XSS86;8;19;19;14
9258;7PCPD;20;6;6;9
9259;4ACN4;9;15;15;6
9260;AFW24;27;28;28;1
9261;TVD2M;28;13;13;4
9262;HHKDN;23;22;22;4
9263;V36DZ;16;13;13;4
9264;2BE5Q;30;6;6;6
9265;JXRLB;5;21;21;7
9266;KLG7D;12;29;29;9
9267;BRZFH;23;16;16;1
9268;DPRPS;29;25;25;15
9269;5AKZD;29;11;11;8
9270;ASEFM;19;14;14;2
9271;VQBC2;20;13;13;2
9272;DNDLL;26;11;11;5
9273;GM37T;26;15;15;9
9274;BA8TP;14;8;8;2
9275;RPP2F;12;13;13;5
9276;T3XX9;22;22;22;4
9277;BJPCM;8;13;13;3
9278;FFZKR;30;14;14;3
9279;BR55P;30;17;17;15
9280;P7QNR;12;5;5;4
9281;656LW;28;9;9;12
9282;B5PZT;6;19;19;14
9283;P2444;26;30;30;0
9284;FAA7K;6;5;5;3
9285;S83N4;21;17;17;9
9286;H32XF;7;23;23;0
9287;HUBE6;20;15;15;4
9288;XGZD7;6;11;11;8
9289;KSXDM;9;23;23;2
9290;SJMTF;20;11;11;2
9291;XBERQ;14;23;23;10
9292;9YJ2N;12;20;20;6
9293;P98RE;6;27;27;2
9294;5ELVH;14;28;28;14
9295;H6Z79;14;10;10;9
9296;CQJQ9;17;18;18;7
9297;QEBUW;13;23;23;15
9298;SUM2L;7;23;23;6
9299;ZGLYX;23;27;27;9
9300;QT33E;21;26;26;0
9301;ABB28;23;22;22;13
9302;B5PKL;19;11;11;6
9303;P2RQL;7;13;13;1
9304;D87RZ;7;18;18;5
9305;HH7U7;9;18;18;9
9306;UBRM4;26;22;22;14
9307;WN5XF;22;14;14;4
9308;4ZBHA;7;26;26;1
9309;NW25D;14;14;14;4
9310;D9CBQ;15;13;13;3
9311;3KXY5;19;15;15;13
9312;VK6CX;28;29;29;2
9313;ZZCVN;17;20;20;1
9314;HQEKX;12;7;7;14
9315;EXL7S;8;25;25;14
9316;QBSTC;25;15;15;9
9317;8LMWB;25;15;15;11
9318;HHLEK;11;18;18;5
9319;95ABR;29;23;23;14
9320;PK7TU;13;28;28;12
9321;VYH8W;14;16;16;7
9322;2NXJ7;13;8;8;6
9323;2HJE5;21;10;10;10
9324;KMCWR;12;16;16;6
9325;NVMPX;10;12;12;4
9326;458ZP;18;25;25;3
9327;TMD2K;29;21;21;11
9328;2TYQ4;17;28;28;11
9329;VGB6L;28;8;8;2
9330;7FX94;27;5;5;1
9331;FNPS3;13;20;20;2
9332;CMWBD;15;22;22;11
9333;CUQFM;13;15;15;9
9334;Z87PN;26;29;29;9
9335;ZBU37;12;9;9;7
9336;7YDUY;9;17;17;0
9337;72DMJ;25;26;26;7
9338;6QWTR;26;15;15;3
9339;ZVBF3;6;26;26;10
9340;P7ZLM;27;12;12;12
9341;EBNY5;10;13;13;6
9342;LWTQH;25;5;5;11
9343;JN9MZ;15;18;18;4
9344;HJF53;21;16;16;11
9345;XVPZ2;22;25;25;9
9346;GEX8Q;28;27;27;10
9347;ACRP3;17;17;17;11
9348;M2P6G;11;11;11;1
9349;WFUVT;17;25;25;6
9350;L53RZ;28;6;6;15
9351;VFMA6;14;5;5;14
9352;DHA3G;5;7;7;8
9353;Q4J8J;20;15;15;5
9354;CKASG;22;14;14;5
9355;GEM32;11;20;20;15
9356;7DWZV;20;12;12;1
9357;NL2ZM;28;8;8;14
9358;W5VXX;9;27;27;13
9359;3DRCB;11;27;27;10
9360;2EM2W;6;11;11;15
9361;T9373;30;22;22;5
9362;U46HT;24;26;26;15
9363;SV6JM;8;27;27;12
9364;H7G4U;30;25;25;1
9365;5WYMY;11;25;25;7
9366;ZD4C5;25;25;25;0
9367;RW5KT;6;7;7;0
9368;W5NTC;9;27;27;9
9369;7BY3L;14;6;6;11
9370;BBHJ6;9;27;27;6
9371;4DSSR;5;11;11;0
9372;HJUBM;21;24;24;7
9373;QT9K4;11;7;7;14
9374;S8X7R;22;25;25;13
9375;24SQW;29;27;27;6
9376;4SYC2;23;9;9;12
9377;U66DP;14;15;15;5
9378;MLX7N;28;13;13;1
9379;AM7AX;5;28;28;6
9380;2TVQQ;25;29;29;2
9381;DGJVX;23;21;21;8
9382;7QFVS;9;9;9;8
9383;8GP4L;6;6;6;5
9384;4FXSD;11;5;5;14
9385;BSR9S;28;23;23;8
9386;E2B2G;24;20;20;6
9387;S6P2S;19;30;30;0
9388;CY8JL;14;17;17;8
9389;RGS7B;20;20;20;1
9390;4ZGRH;25;14;14;11
9391;LT23T;15;22;22;0
9392;K8KMY;25;5;5;7
9393;R5V6W;14;26;26;11
9394;D9LBJ;8;10;10;9
9395;WTRFQ;19;22;22;13
9396;SAGZS;30;29;29;2
9397;QBCH4;30;21;21;13
9398;VS266;27;21;21;14
9399;RNZCK;15;17;17;11
9400;NFKZH;7;21;21;9
9401;TN3AT;28;18;18;4
9402;HTUQJ;27;15;15;9
9403;C7KEE;21;24;24;3
9404;E2X7W;25;29;29;3
9405;TNBKR;11;13;13;10
9406;MYWWP;6;24;24;11
9407;6G3XG;21;22;22;10
9408;M7Z8M;12;26;26;8
9409;AAJLF;9;23;23;9
9410;NQ7CN;15;24;24;11
9411;UV2W7;6;22;22;7
9412;J9V6W;15;29;29;1
9413;A344Q;18;16;16;9
9414;AGM2E;10;15;15;1
9415;Z3FAD;19;24;24;12
9416;MPUJR;29;7;7;4
9417;85CZS;27;21;21;11
9418;A9RV6;7;5;5;4
9419;DWX7R;8;20;20;0
9420;E8XSZ;11;10;10;1
9421;3HS9J;17;17;17;8
9422;WLXGV;19;12;12;4
9423;EFQH6;7;14;14;7
9424;9H5Q5;13;26;26;7
9425;2URPS;22;13;13;2
9426;8UQVC;13;21;21;10
9427;GPLZP;30;6;6;14
9428;VMZJT;16;6;6;12
9429;LNY3V;13;9;9;0
9430;V25RH;30;12;12;2
9431;YH3FX;28;29;29;3
9432;LEH32;15;12;12;7
9433;L9FXY;28;29;29;1
9434;VJBLT;13;8;8;14
9435;VX7LQ;28;20;20;3
9436;T7HPP;22;14;14;8
9437;RDWJK;17;14;14;6
9438;LVPUN;14;21;21;3
9439;F7MMV;17;29;29;2
9440;C85EK;6;21;21;14
9441;P28LC;25;23;23;12
9442;P6AXK;8;16;16;1
9443;PENCP;8;5;5;1
9444;YNAD8;27;28;28;7
9445;NK52X;29;6;6;2
9446;Q5WLA;23;8;8;14
9447;8Z27C;28;16;16;13
9448;4L85A;18;15;15;9
9449;JKEXM;19;22;22;0
9450;TM2UR;30;16;16;14
9451;Z93VZ;21;8;8;11
9452;QCVDP;11;9;9;0
9453;VBFM8;13;26;26;8
9454;HGKGC;6;26;26;8
9455;KQMQD;5;25;25;11
9456;ZARSU;6;11;11;0
9457;8HTZ5;25;19;19;14
9458;KG76K;16;5;5;8
9459;LSMS6;23;13;13;9
9460;KZCV8;22;9;9;1
9461;E6PSL;29;19;19;0
9462;TJLA2;6;9;9;9
9463;79AQY;21;22;22;0
9464;5263X;10;19;19;13
9465;GDFTV;22;20;20;13
9466;B5MEQ;16;27;27;3
9467;LKMZ3;21;7;7;4
9468;YJCBK;17;23;23;2
9469;48J4P;17;29;29;10
9470;9YG5R;11;18;18;4
9471;5CVBV;23;9;9;7
9472;HCRUH;6;5;5;3
9473;86SKW;12;18;18;14
9474;LA7NB;6;29;29;0
9475;GHARC;13;5;5;4
9476;QQ2WL;13;9;9;14
9477;JSN5T;18;13;13;7
9478;ACWRX;9;18;18;4
9479;5PUNZ;14;15;15;6
9480;GYZED;25;13;13;6
9481;3LM44;15;14;14;2
9482;PJJG7;8;9;9;9
9483;UQQ8K;24;7;7;7
9484;99NWQ;16;19;19;10
9485;BS6W6;14;11;11;3
9486;V4VL8;7;15;15;4
9487;ZEKC8;23;24;24;10
9488;DRHMX;20;8;8;5
9489;E8EU7;18;5;5;3
9490;PU64G;24;9;9;9
9491;M5YHR;8;29;29;3
9492;V4LGF;22;20;20;1
9493;K7KU9;9;27;27;13
9494;HYRQC;5;24;24;3
9495;FVAKG;19;19;19;2
9496;8Z24T;27;30;30;14
9497;9GPYP;5;16;16;10
9498;7KHJS;16;29;29;8
9499;PTQYE;30;7;7;6
9500;Q847N;10;7;7;14
9501;7CA8N;29;19;19;6
9502;G6D9Z;23;25;25;15
9503;W97CX;6;28;28;4
9504;M99UH;18;6;6;11
9505;RA28Y;27;13;13;13
